title,source,author,Subject,Date ,label
 WATCH Trump Insults Poland By Downplaying The Horrors They Experienced During World War II,Highlight com,Aaron Klein,News,December 29  2939,FALSE
 WATCH Trump Disgracefully Attacks President Obama In Poland,source,Carl Hulse,News,December 29  2940,FALSE
 Trump Kicks Off Poland Visit By Trashing America In Unhinged Russia Rant VIDEO,Whatsapp,Alison Smale,News,December 29  2941,FALSE
 Trump In Poland Everyone In The US Is Now Getting Very Rich Because Of Me,Facebook,Nan,News,December 29  2942,FALSE
 WH Starts Condensing Intel Briefings Into Tweet Form In Desperate Move To Get Trump To Read Them,Rummer com,Madeline,News,December 29  2943,FALSE
 EVERY State In America Just Turned On Trump This Is A Major Fck You To POTUS DETAILS,Highlight com,Nan,News,December 29  2944,FALSE
 New Poll WAY More Americans Want Trump Impeached Than Approve Of The Job He Is Doing,Whatsapp,Michael,News,December 29  2945,FALSE
 GOP Just Demanded Hillary Clinton Give Them A Plan To Fix Healthcare And Got ROASTED ALIVE TWEETS,Facebook,Charlie Nash,News,December 29  2946,FALSE
 Trump Is So Unpopular Crowds Will Be Bussed In To Cheer For Him During Poland Visit,Rummer com,Rixon Stewart,News,December 29  2947,FALSE
 Trump Brags About Gas Prices And Gets HUMILIATED With Facts,Highlight com,Lexi Morgan,News,December 29  2948,FALSE
 Watch Confused Trump Wander Aimlessly Away From Limo VIDEO,Whatsapp,Mike Rivero,News,December 29  2949,FALSE
 Preet Bharara Hilariously Trolls Donald Trump Jr For Failing At Grade School Level Spelling TWEETS,Facebook,Jon Emont,News,December 29  2950,FALSE
 Paul Manaforts Daughters Say Their Father Is Guilty Of Mass Murder In Leaked Text Messages,Rummer com,The Saker,News,December 29  2951,FALSE
 NPR Tweets Entire Declaration Of Independence Dumbass Conservatives Think Its An Attack On Trump SCREENSHOTS,Highlight com,Admin,News,December 29  2952,FALSE
 The Internet EVISCERATES Whiny Nikki Haley After She Complains About Having To Do Her Job TWEETS,Whatsapp,Maggy Ayala and Kirk Semple,News,December 29  2953,FALSE
 GOP Official Just Quit Trumps Bogus Voter Fraud Panel More States Resist Giving Voter Info,Facebook,Adeel Hassan,News,December 29  2954,FALSE
 WATCH Republican Who Voted To Impeach Clinton Admits Trump Has Done Much Worse,Rummer com,Guest,News,December 29  2955,FALSE
 City Of Chicago Just Told Trump To Go Fck Himself With A Huge Golden Statue IMAGES,Highlight com,Jack Montgomery,News,December 29  2956,FALSE
 Trumps Plan To Quietly Sneak Into England Backfires  And Now He Has To Publicly Disavow The Trip,Whatsapp,Michael M Grynbaum and John Koblin,News,December 29  2957,FALSE
 Rep Maxine Waters Just Nailed Ben Carson To The Wall With The Cold Hard Truth,Facebook,Michael Ware,News,December 29  2958,FALSE
 Chuck Todd Takes On Trumps Media Attacks This Is Going To Get Ugly VIDEO,Rummer com,Andrea Kannapell and Sandra Stevenson,News,December 29  2959,FALSE
 Chris Christie Has Disgusting Response To Angry NJ Residents He Sounds Just Like Trump Now,Highlight com,REALdeal,News,December 29  2960,FALSE
 Obama Takes A Trip To Indonesia And MASTERFULLY Trolls Trump And Birthers,source,Chris Tomlinson,News,December 29  2961,FALSE
 Chris Christie Takes His Family To Closed Beach Gives Voters Giant Trump Style Fck You,Whatsapp,Biigs,News,December 29  2962,FALSE
 Trumps Latest Twitter Outburst Is A Violent FakeWrestling Clip Attacking CNN,Facebook,Susan Dominus,News,December 29  2963,FALSE
 White House Officials Trumps Call For Violence Against Reporters Was Funny,Rummer com,IWB,News,December 29  2964,FALSE
 Mark Hamill Has The BEST Response To Trumps Sexist Attack On Mika Brzezinski,Highlight com,noreplybloggercom Der Postillon,News,December 29  2965,FALSE
 Trump Erupts During Speech To Honor Veterans What He Did Is Beyond Disrespectful VIDEO,Whatsapp,No Author,News,December 29  2966,FALSE
 Twitter Is Working On The Biggest Fck You To Trump And Youre Going To Love It DETAILS,Facebook,Michael Krieger,News,December 29  2967,FALSE
 Hannity Defends Trump With Psychotic Threat To Morning Joe This Could Ruin Him TWEET,Rummer com,K Balakumar,News,December 29  2968,FALSE
 Trump Rages My Tweets Attacking Mika Are Modern Day Presidential,Highlight com,Adam Shaw,News,December 29  2969,FALSE
 New York Times Reporter Tells Of Horribly Degrading Insults Trump Hurled At Her In Sexist Rage,Whatsapp,Paula Walker,News,December 29  2970,FALSE
 Video Of Buzz Aldrin Dying Inside As Trump Goes On Rambling Idiotic Speech About Space Goes Viral,Facebook,Katherine Rodriguez,News,December 29  2971,FALSE
 MSNBC Producer Reminds Idiot Trump That Morning Joes Ratings Are Setting Record Highs TWEET,Rummer com,James,News,December 29  2972,FALSE
 Donald Trump Gets WRECKED After Saturday Meltdown About Dumb Mika Brzezinski TWEETS,Highlight com,nepali Hercules,News,December 29  2973,FALSE
 Trump Gets HUMILIATED After Whining About States Refusing To Give Voter Info To His Voter Fraud Panel,Whatsapp,Penny Starr,News,December 29  2974,FALSE
 Texas Supreme Court Just Proved They Do Not Support Marriage Equality,Facebook,Ildefonso Ortiz,News,December 29  2975,FALSE
 A Panicked Trump Ran Around The White House Asking Staffers What They Thought Of His Sexist Tweet,Rummer com,Joanna Nikas,News,December 29  2976,FALSE
 Heres How Much Trump Is Paying Omarosa Kellyanne Conway And Sean Spicer To Lie For Him Each Day,Highlight com,Michelle Moons,News,December 29  2977,FALSE
 Somethings Coming Eric Holders Be Prepared Tweet To DOJ And FBI Sets The Internet On Fire,Whatsapp,Grownmangrumbles,News,December 29  2978,FALSE
 Conway Declares It Unpatriotic To Question Trumps Mental Health After His Latest Meltdown VIDEO,Facebook,Michael T Kaufman,News,December 29  2979,FALSE
 Trump Just Got Caught Trying To Blackmail Morning Joe Hosts,Rummer com,Daniel Nussbaum,News,December 29  2980,FALSE
 California SinglePayer Health Care Bill Shelved And People Arent Happy,Highlight com,Emmarie Huetteman,News,December 29  2981,FALSE
 An Open Letter To Decent Republicans Its Time To Leave Donald Trumps GOP VIDEOS,source,Virginia Hale,News,December 29  2982,FALSE
 Fridays New York Daily News Cover Perfectly Illustrates What The Trump Presidency Has Done To America,Whatsapp,Warner Todd Huston,News,December 29  2983,FALSE
 Seth Meyers Reaction To Trumps Morning Joe Misogyny Is Something The Whole World Should See VIDEO,Facebook,John Carney,News,December 29  2984,FALSE
 What Donald Trump Did On The Golf Course Is Pssing Off His White Male Base VIDEO,Rummer com,Hwaida Saad and Nick CummingBruce,News,December 29  2985,FALSE
 The NRA Is Proud That They Just Made A Viral Video Telling Supporters To Shoot Protesters,Highlight com,Katherine Rodriguez,News,December 29  2986,FALSE
 GOP Operative Connected To Trumps Ousted Top Adviser Tried Obtaining RussianHacked Clinton Emails,Whatsapp,Daniel Victor,News,December 29  2987,FALSE
 This Really Happened Fox Interrupted Trump To Criticize Him And Praised Obama,Facebook,nan,News,December 29  2988,FALSE
 Snowflake Trump Makes His Staff Create A Daily Newsletter,Rummer com,Bob Price,News,December 29  2989,FALSE
 Trump Meeting Privately With Putin Asked Aides For Gifts To Give Him,Highlight com,nan,News,December 29  2990,FALSE
 WATCH Kellyanne Conway Runs From Reporter Asking About Trumps Vile Attack On Mika,Whatsapp,Jeremiah Johnson,News,December 29  2991,FALSE
 Dem Rep Calls Out GOP Urges More Of Them To Rebuke Sexist Trump TWEETS,Facebook,Alexandra Stevenson and Matthew Goldstein,News,December 29  2992,FALSE
 Melania Pauses AntiBullying Initiative To Say Her Husband Is Allowed To Mock Womens IQ And Looks,Rummer com,PraetorianAZ,News,December 29  2993,FALSE
 Sarah Huckabee Sanders Fcking UNBELIEVABLY Awful Defense Of Trumps Mika Tweets VIDEO,Highlight com,Jack Montgomery,News,December 29  2994,FALSE
 Trumps Social Media Man Joins Bosss Insane Juvenile Attacks On Morning Joe Hosts TWEETS,Whatsapp,Tyler Durden,News,December 29  2995,FALSE
 Fox News Says Health Insurance Doesnt Matter Cause Were All Going To Die Anyway,Facebook,Michael Barbaro,News,December 29  2996,FALSE
 Trump Goes On Insane Rant About Female News Anchor Bleeding Heres Her Response TWEETS,Rummer com,Richard C Paddock,News,December 29  2997,FALSE
 Nikki Haley Gets Crucified On Twitter After Bragging About Shameful Act,Highlight com,Charlie Nash,News,December 29  2998,FALSE
 Trump Hesitant To Negotiate With Schumer On Health Care Because Hes Not A Serious Person,Whatsapp,Amanda Shea,News,December 29  2999,FALSE
 Time Magazine Tells Trump To Stop Displaying Fake Magazine Covers In His Golf Clubs TWEETS,Facebook,Michael Krieger,News,December 29  3000,FALSE
 OOPS Hypocrite Trump Accuses Amazon Of Not Paying Taxes Except They Do,Rummer com,Prof Tony Hall,News,December 29  3001,FALSE
 Trump Crumbles In GOP Health Care Meeting Doesnt Even Know What Trumpcare Is DETAILS,Highlight com,nan,News,December 29  3002,FALSE
 No The Democratic Base Is Not Ready To Get Rid Of Nancy Pelosi,source,carewemust,News,December 29  3003,FALSE
 Public Schools In Kentucky Can Now Teach The Bible,Whatsapp,Jack Montgomery,News,December 29  3004,FALSE
 Sean Hannity Tries To Bash CNN Reporter But It Immediately Backfires,Facebook,Ben Sisario,News,December 29  3005,FALSE
 WATCH Rand Paul Accidentally Admits We Need Nationalized Healthcare,Rummer com,AnonVoid Moderator,News,December 29  3006,FALSE
 Spicer Quickly Orders Press Briefing To Be OFF Camera After Trumps Indefensible Morning Meltdown,Highlight com,C J Chivers,News,December 29  3007,FALSE
 Trump Throws Hissy Fit After New York Times Reports That He Doesnt Know Whats In His Own Healthcare Bill,Whatsapp,Heather Callaghan,News,December 29  3008,FALSE
 Republican Senator Just Had A Priest Thrown In Jail For Protesting Trumpcare VIDEO,Facebook,MR,News,December 29  3009,FALSE
 Trump Is Fighting Disney Over Hall of Presidents Attraction Robot Speech,Rummer com,Kaitlyn Stegall,News,December 29  3010,FALSE
 Sally Yates I Refused To Lie And Say Muslim Ban Wasnt Based On Religion When We All Know It Is,Highlight com,Amanda Froelich,News,December 29  3011,FALSE
 GOP Rep Wants A 30k A Year Housing Allowance Twitter RIPS Him A New One,Whatsapp,Consortiumnewscom,News,December 29  3012,FALSE
 Brace Yourself For 74 Percent Higher Health Care Premiums Under New Bill,Facebook,Joel B Pollak,News,December 29  3013,FALSE
 Grandma Will Have To Pay More Than 20k A Year For Insurance Under GOP Bill,Rummer com,Katherine Rodriguez,News,December 29  3014,FALSE
 The Absolutely Cringeworthy Moment Trump Tried Flirting With An Irish Reporter VIDEO,Highlight com,Michael D Shear Christopher Drew and Isabel Kershner,News,December 29  3015,FALSE
 A Fed Up Reporter Just Stood Up To Sarah Huckabee As She Was Smearing The Free Press VIDEO,Whatsapp,Richard Marcil,News,December 29  3016,FALSE
 Stunning New Poll Reveals Global Opinion Of Donald Trump This Is Unprecedented IMAGES,Facebook,nan,News,December 29  3017,FALSE
 Former GOP Rep Throws Support Behind Obamacare After Becoming Unemployed With PreExisting Condition,Rummer com,Daniel Victor,News,December 29  3018,FALSE
 Trump Moronically Claims Entire Russia Investigation Is A Lie Because CNN Responsibly Retracted One Story,Highlight com,Lynne Wycherley,News,December 29  3019,FALSE
 WATCH It Just Hit A Trump Supporter That Repealing Obamacare Will Destroy His Life,Whatsapp,Sean AdlTabatabai,News,December 29  3020,FALSE
 Republicans Just Added What They Hated The Most About Obamacare To Their Bill,Facebook,V Saxena,News,December 29  3021,FALSE
 The Numbers Are In And Jon Ossoff Losing The Georgia Election Was Actually VERY GOOD News For Democrats,Rummer com,Aaron Klein,News,December 29  3022,FALSE
 GOP Senator Lashes Into Kellyanne Conway Over Trumpcare Lies And It Is Epic VIDEO,Highlight com,Shivani Vora,News,December 29  3023,FALSE
 Cops In Republican Senate Office Violently Assault Disabled Protesters Reports Of Serious Injuries,source,shorty,News,December 29  3024,FALSE
 Trump Is Giddy About His Upcoming Meeting With Putin And Advisors Are Freaking Out,Whatsapp,Jack Ewing,News,December 29  3025,FALSE
 Catholic Sister Rips ProLife Republicans Over Devastating Medicaid Cuts,Facebook,Gabrielle Cintorino,News,December 29  3026,FALSE
 Ivanka Trump Just Said The Dumbest Thing Imaginable During A Fox News Interview VIDEO,Rummer com,Breitbart TV,News,December 29  3027,FALSE
 The Supreme Court Just Put A HUGE Stake Through The Heart Of The First Amendment,Highlight com,Ian Hanchett,News,December 29  3028,FALSE
 Trumps Healthcare Bill Would Force This Mom To Pay Her 3YearOld Sons Entire 231000 Medical Bill,Whatsapp,Joe,News,December 29  3029,FALSE
 Trumps Muslim Ban Gets The OK  At Least Part Of It,Facebook,Pakalert,News,December 29  3030,FALSE
 Trump EXPLODES In Morning Meltdown Accusing President Obama Of Treason,Rummer com,Geoffrey Grider,News,December 29  3031,FALSE
 Supreme Court Smacks Down Religious Nuts Makes Them Put SameSex Parents Names On Birth Certificates,Highlight com,Steve Watson,News,December 29  3032,FALSE
 Here Is A Comprehensive And Up To Date List Of All The Allies Trump Has Offended,Whatsapp,Henry Alford,News,December 29  3033,FALSE
 Republican Compares Preexisting Conditions To Car Accidents You Should Pay More,Facebook,Karen Workman and Sandra Stevenson,News,December 29  3034,FALSE
 Eric Trump Unveils New Haircut In The Style Made Famous By AltRight NeoNazis PHOTO,Rummer com,Ellen Barry,News,December 29  3035,FALSE
 Trump Confirms He Thinks GOP Healthcare Bill Is Mean Accuses Obama Of Stealing The Term VIDEO,Highlight com,John Leland,News,December 29  3036,FALSE
 Trump Might Have Just Put Himself In Prison With MAJOR Mistake During Twitter Tantrum,Whatsapp,Consortiumnewscom,News,December 29  3037,FALSE
 In NC Its Not Rape If Person Revokes Consent During Sex,Facebook,Parker Lee,News,December 29  3038,FALSE
 Piece Of Sht GOP Senator Immediately Regrets Trolling Bernie Sanders Over Trumpcare,Rummer com,Kike Garc√≠a,News,December 29  3039,FALSE
 Trump Demands FBI Investigate Obama Over Russian Election Meddling And Gets WRECKED TWEETS,Highlight com,nan,News,December 29  3040,FALSE
 Trump Camp Spends 200000 To Trend ProAHCA Message On Twitter AntiAHCA One Goes Viral Instead,Whatsapp,Consortiumnewscom,News,December 29  3041,FALSE
 Republican Stuns In Brutally Honest Reaction To Americans Dying Under Trumpcare VIDEO,Facebook,REALdeal,News,December 29  3042,FALSE
 Jill Stein Inexplicably Blames The Democrats For Her Meeting With Putin VIDEO,Rummer com,nan,News,December 29  3043,FALSE
 Donald Trump Jr Throws Massive Hissy Fit Over Johnny Depps Bad Joke,Highlight com,AWR Hawkins,News,December 29  3044,FALSE
 Trump Fcks Himself By Admitting Russia Interfered With 2016 Election To Help Him Win,source,Virginia Kruta,News,December 29  3045,FALSE
 Stephen Colbert Trolls Trump By Announcing Run For President  On Russian TV VIDEO,Whatsapp,William F Jasper,News,December 29  3046,FALSE
 Joe Biden Is BACK SAVAGES The GOPs Deadly Healthcare Bill In BRUTAL Tweetstorm,Facebook,Dr Susan Berry,News,December 29  3047,FALSE
 Story Of Severely Disabled Man And His Mom Shows Just How Cruel The GOP Healthcare Bill Really Is,Rummer com,Activist Post,News,December 29  3048,FALSE
 Colossal White House Screw Up Leads To Trump Endorsing Child Labor In New Ad VIDEO,Highlight com,Investigative Historian Eric Zuesse Is The Author,News,December 29  3049,FALSE
 Fox News Fcks Up Airs Interview That Might Actually Get Trump Impeached VIDEO,Whatsapp,Katherine Rodriguez,News,December 29  3050,FALSE
 Joe Biden Is Downright Ruthless When Rich Ahole Callously Disrespects His Dead Son,Facebook,Motoko Rich,News,December 29  3051,FALSE
 Hillary Breaks Silence On GOP Health Care Bill Brilliantly Shuts It Down TWEETS,Rummer com,Mikael Thalen,News,December 29  3052,FALSE
 Tired Of Bigotry California Enacts Travel Ban To Trump Country,Highlight com,Michael Patrick Leahy,News,December 29  3053,FALSE
 Cameras Arent Allowed In White House Press Briefings So CNN Got Creative,Whatsapp,Kaiser Sousa,News,December 29  3054,FALSE
 Trumps Latest Appointee Is A Climate Denier A Racist A Birther A Homophobe And An Islamophobe,Facebook,Tyler Durden,News,December 29  3055,FALSE
 Trump Invites Friend Who Called For Hillary To Be Shot To Hang Out Take Seflies In White House,Rummer com,Heather Callaghan,News,December 29  3056,FALSE
 CIA Intercepted Putins Specific Instructions On Election Hack And It Is DAMNING For Trump,Highlight com,Michael Krieger,News,December 29  3057,FALSE
 WATCH Spicer Attacks Obama On Fox News Then Gives OFFCAMERA Press Briefing,Whatsapp,Eli Rosenberg,News,December 29  3058,FALSE
 Kellyanne Conway Admits Comey Tapes Probably Exist But Says Trump Doesnt Have Them VIDEO,Facebook,Eddy Lavine,News,December 29  3059,FALSE
 Police Say Fire At DC Memorial For Muslim Teen Was Not A Hate Crime,Rummer com,Frances Robles,News,December 29  3060,FALSE
 Watch Kellyanne Conway Accuse Democrats Of Interfering With Our Democracy By Opposing Trump VIDEO,Highlight com,Neil Munro,News,December 29  3061,FALSE
 Trump Suffers HUMILIATING Reality Check After Bragging About The Number Of Bills He Has Signed,Whatsapp,Dumachii,News,December 29  3062,FALSE
 WATCH Justin Trudeau Has The PERFECT Response To Trumps Idiotic Tweets,Facebook,nan,News,December 29  3063,FALSE
 Obama Just Delivered His Most Scathing Rebuke Of Trumpcare Yet And Its Awesome SCREENSHOTS,Rummer com,nany,News,December 29  3064,FALSE
 Trump Tweets Lie About Americas Third Biggest Trading Partner Triggering International Scandal,Highlight com,AWR Hawkins,News,December 29  3065,FALSE
 Trumps Carrier Deal Falls Apart Hundreds Of Jobs Ship Off To Mexico 600 To Be Fired Next Month,source,Gerry McBride,News,December 29  3066,FALSE
ExGOP Congressman Shreds Fellow Republicans For Not Howling For Trumps Impeachment VIDEO,Whatsapp,admin,News,December 29  3067,FALSE
 Did Trump Just Accidentally Admit He Deleted Recordings Of Comey Conversations,Facebook,Breitbart News,News,December 29  3068,FALSE
 The New GOP Healthcare Bill Targets Women And Plans To Defund Planned Parenthood,Rummer com,RT,News,December 29  3069,FALSE
 OOPS Trumps Voter Fraud Panel BACKFIRES On Him Wants To Investigate Russian Meddling In 2016 Election,Highlight com,Kaitlyn Stegall,News,December 29  3070,FALSE
 Trump Slips Up Blames Obama For Russian Interference Despite Repeatedly Insisting It Never Happened,Whatsapp,Alex Ansary,News,December 29  3071,FALSE
 Sen Cottons Intern Caught On Tape Calling Brits Fts And Declaring Paul Ryan A Cuck AUDIO,Facebook,Activist Post,News,December 29  3072,FALSE
 Trump Tells His Supporters Poor People Are Too Stupid To Be In His Cabinet VIDEO,Rummer com,Neil Munro,News,December 29  3073,FALSE
 Dear Democrats Throwing Nancy Pelosi Under The Bus Is Not The Answer VIDEO,Highlight com,para para dinle,News,December 29  3074,FALSE
 Texas Republican Bringing Two AntiLGBT Bathroom Bills To The Table During Special Legislative Session,Whatsapp,Melena Ryzik,News,December 29  3075,FALSE
 Trump Tells Supporters Hell Enact A Law That Has Actually Been In Place For Over 20 Years,Facebook,Allum Bokhari,News,December 29  3076,FALSE
 Montana Dems Hilariously Troll ReporterSlamming GOPer Suggest He Should Go To Jail Instead Of Congress,Rummer com,Daily Bell Staff,News,December 29  3077,FALSE
 OOPS Trumps Voter Fraud Panel BACKFIRES On Him Wants To Investigate Russian Meddling In 2016 Election,Highlight com,Dr Patrick Slattery,News,December 29  3078,FALSE
 Trump Slips Up Blames Obama For Russian Interference Despite Repeatedly Insisting It Never Happened,Whatsapp,Erica Goode,News,December 29  3079,FALSE
 Sen Cottons Intern Caught On Tape Calling Brits Fts And Declaring Paul Ryan A Cuck AUDIO,Facebook,Winnie Hu,News,December 29  3080,FALSE
 Trump Tells His Supporters Poor People Are Too Stupid To Be In His Cabinet VIDEO,Rummer com,Adam Nossiter,News,December 29  3081,FALSE
 Dear Democrats Throwing Nancy Pelosi Under The Bus Is Not The Answer VIDEO,Highlight com,Jane Smith and Frances Robles,News,December 29  3082,FALSE
 Texas Republican Bringing Two AntiLGBT Bathroom Bills To The Table During Special Legislative Session,Whatsapp,Michael J de la Merced and Quentin Hardy,News,December 29  3083,FALSE
 Trump Tells Supporters Hell Enact A Law That Has Actually Been In Place For Over 20 Years,Facebook,stevew,News,December 29  3084,FALSE
 Montana Dems Hilariously Troll ReporterSlamming GOPer Suggest He Should Go To Jail Instead Of Congress,Rummer com,Ashwin Kumar,News,December 29  3085,FALSE
 A New Bill In Missouri Would Allow Your Employer To Fire You For Using Birth Control,Highlight com,Pakalert,News,December 29  3086,FALSE
 Betsy Devos Just Put A ForProfit Credit Card Exec In Charge Of Federal Student Aid Program,source,Warner Todd Huston,News,December 29  3087,FALSE
 Dem Challenger To Paul Ryan Has Raised A Massive Amount Of Money In The Last 24 hours,Whatsapp,Poke Staff,News,December 29  3088,FALSE
 Republicans Are Already Planning For Their Health Care Bill To Fail Heres Proof DETAILS,Facebook,Starkman,News,December 29  3089,FALSE
 WATCH Maine Senator Pokes GOP Over Secret Healthcare Bill On Senate Floor And Its BEAUTIFUL,Rummer com,Nicholas Casey,News,December 29  3090,FALSE
 Republican Trashes Senates Health Care Bill Accuses Them Of Trying To Hide Something VIDEO,Highlight com,Charles McDermid,News,December 29  3091,FALSE
 Come Along On Cory Booker And Pals Field Trip To Find The Super Secret GOP Health Bill VIDEOS,Whatsapp,Sam Albert,News,December 29  3092,FALSE
 While Trying To Brag Trump Jr Accidentally Showed How Sexist Republicans Are And Now Hes Frantic,Facebook,Ian Hanchett,News,December 29  3093,FALSE
 Greedy Trump Cuts Takes Housing Money Away From The Poor Protects Millions In Subsidies For Himself,Rummer com,BareNakedIslam,News,December 29  3094,FALSE
 Trump Tells Democrats To Kiss His A After Special Election And Internet Tells Him To Go Fck Himself,Highlight com,Lisa D Mickey,News,December 29  3095,FALSE
 Reporters Covering Inauguration Day AntiTrump Protest Face 70 Years In Prison VIDEO,Whatsapp,nan,News,December 29  3096,FALSE
 Investigators Into USRussia Ties Turn Attention To Flynns Business Partner,Facebook,Maggie Haberman Alexander Burns and Ashley Parker,News,December 29  3097,FALSE
 Trump Said He Could Easily End The Bloodshed In Chicago A New DOJ Plan Doesnt Even Mention It,Rummer com,nan,News,December 29  3098,FALSE
 This Powerful Campaign Ad Announces A Serious Challenge To Paul Ryans House Seat VIDEO,Highlight com,Danny Haiphong,News,December 29  3099,FALSE
 Ivanka Trump Sends Out WorldRefugeeDay Tweet Gets Stomped On By Twitter Users Everywhere,Whatsapp,Alex Ansary,News,December 29  3100,FALSE
 John McCain Completely Embarrasses His Own Party With STUNNING Admission About Russia And Healthcare Bill,Facebook,April Hamlin,News,December 29  3101,FALSE
 Nazis Bodyguard Stabbed 9 Times After Trump Rally Doesnt Have Insurance,Rummer com,Charlie Spiering,News,December 29  3102,FALSE
 Investigators Reveal How ExDNC Staffer Likely Died And It Has Nothing To Do With Hillary Clinton,Highlight com,Amanda Froelich,News,December 29  3103,FALSE
 Supreme Court To Hear Major Wisconsin Gerrymandering Case,Whatsapp,Emily Palmer,News,December 29  3104,FALSE
 Disgusting Trump SuperPAC Uses Obamas Voice To Help Steal Election,Facebook,Susanne Craig,News,December 29  3105,FALSE
 REPORT Trump In Panic Mode Doesnt Want To Be President Anymore,Rummer com,Matthew Boyle,News,December 29  3106,FALSE
 WATCH Sean Hannity Humiliate Himself For 2nd Night In A Row With LUDICROUS Russia Conspiracy,Highlight com,Dr Eowyn,News,December 29  3107,FALSE
 New Poll Trump Is Making Others More Popular  But They Arent Who Youd Think DETAILS,source,Daniel Greenfield,News,December 29  3108,FALSE
 Airlines Push Back On Trumps Racist Agenda In A Major Way DETAILS,Whatsapp,Gerard Paul Gallon,News,December 29  3109,FALSE
 Democrats Go To War Over Health Care Hold Senate Floor In Protest VIDEO,Facebook,Bob Price,News,December 29  3110,FALSE
 Newt Gingrich Revealed The Incredibly Entitled Reason Trump Ran For President Youll Be Furious,Rummer com,DavidSwanson,News,December 29  3111,FALSE
 The White House Has Gone Dark And CNN Is NOT Having It,Highlight com,Geoffrey Grider,News,December 29  3112,FALSE
 Donald Trump Humiliates Himself With Panama Leader Panama And Twitter Humiliate Trump VIDEO,Whatsapp,Oliver JJ Lane,News,December 29  3113,FALSE
 Trump Cares More About His Businesses In The Middle East Than The American People,Facebook,Wil S Hylton,News,December 29  3114,FALSE
 A Van Struck Down Muslims In London,Rummer com, I can‚Ät say I‚Äm happier than I‚Äve ever been in my life without saying that my relationship with their mother did not make me happy or my children did not make me happy,News,December 29  3115,FALSE
As U S budget fight looms Republicans flip their fiscal script,BBC,Eli Rosenberg and Christopher Mele,politicsNews,December 27  2017 ,TRUE
U S military to accept transgender recruits on Monday Pentagon,IndiaTV,Ron Jacobs,politicsNews,December 26  2017 ,TRUE
Senior U S Republican senator  Let Mr Mueller do his job ,IndiaTV,Carrie MacDonald,politicsNews,December 29  2018,TRUE
FBI Russia probe helped by Australian diplomat tip off NYT,TimesNow,David Waldstein,politicsNews,December 31  2018,TRUE
Trump wants Postal Service to charge  much more  for Amazon shipments,NDTV,Charlie Spiering,politicsNews,December 30  2018,TRUE
White House Congress prepare for talks on spending immigration,BBC,nan,politicsNews,December 29  2017,TRUE
Trump says Russia probe will be fair but timeline unclear NYT,IndiaTV,Jennifer Steinhauer,politicsNews,December 29  2017,TRUE
Factbox Trump on Twitter Dec 29 Approval rating Amazon,TimesNow,Colin Taylor,politicsNews,December 29  2017,TRUE
Trump on Twitter Dec 28 Global Warming,NDTV,Jane Perlez,politicsNews,December 29  2017,TRUE
Alabama official to certify Senator elect Jones today despite challenge CNN,BBC,Jonas E Alexis,politicsNews,December 29  2017,TRUE
Jones certified U S Senate winner despite Moore challenge,IndiaTV,Michael D Shear and Peter Baker,politicsNews,December 28  2017,TRUE
New York governor questions the constitutionality of federal tax overhaul,TimesNow,Michael Wines,politicsNews,December 28  2017,TRUE
Factbox Trump on Twitter Dec 28 Vanity Fair Hillary Clinton,NDTV,Robert Draper,politicsNews,December 28  2017,TRUE
Trump on Twitter Dec 27 Trump Iraq Syria,BBC, he said,politicsNews,December 28  2017,TRUE
Man says he delivered manure to Mnuchin to protest new U S tax law,IndiaTV,beforeitsnewscom,politicsNews,December 28  2017,TRUE
Virginia officials postpone lottery drawing to decide tied statehouse election,TimesNow,John Hyduk,politicsNews,December 25  2018,TRUE
U S lawmakers question businessman at 2016 Trump Tower meeting sources,NDTV,Brett T,politicsNews,December 27  2017,TRUE
Trump on Twitter Dec 26 Hillary Clinton Tax Cut Bill,BBC,Deplorable D Ds Nuts,politicsNews,December 27  2017,TRUE
U S appeals court rejects challenge to Trump voter fraud panel,IndiaTV,Ron Lieber,politicsNews,December 26  2018,TRUE
Treasury Secretary Mnuchin was sent gift wrapped box of horse manure reports,IndiaTV,Jack Williams,politicsNews,December 29  2019,TRUE
Federal judge partially lifts Trump s latest refugee restrictions,TimesNow,RT en espa√±ol,politicsNews,December 31  2019,TRUE
Exclusive U S memo weakens guidelines for protecting immigrant children in court,NDTV,AR Staff,politicsNews,December 30  2019,TRUE
Trump travel ban should not apply to people with strong U S ties court,BBC,Breitbart London,politicsNews,December 29  2017,TRUE
Second court rejects Trump bid to stop transgender military recruits,IndiaTV,Anonymous,politicsNews,December 29  2017,TRUE
Failed vote to oust president shakes up Peru s politics,TimesNow,nan,politicsNews,December 29  2017,TRUE
Trump signs tax government spending bills into law,NDTV,Claire Martin,politicsNews,December 29  2017,TRUE
Companies have up to a year for new U S tax bill reporting SEC,BBC,noreplybloggercom Der Postillon,politicsNews,December 29  2017,TRUE
Trump on Twitter Dec 22 Tax cut Missile defense bill,IndiaTV,Vicki Batts,politicsNews,December 28  2017,TRUE
Mexico to review need for tax changes after U S reform document,TimesNow,Katherine Rodriguez,politicsNews,December 28  2017,TRUE
Senate leader McConnell sees a more collegial 2018,NDTV,Yamiche Alcindor,politicsNews,December 28  2017,TRUE
Alabama to certify Democrat Jones winner of Senate election,BBC,Daniel Nussbaum,politicsNews,December 28  2017,TRUE
McConnell happier with Trump tweets after tax victory,IndiaTV,nan,politicsNews,December 28  2017,TRUE
