ID,TITLE,AUTHOR,DATE ,LABEL
559,Rep Franks to resign after staff members complaints of harassment,The Conservative Millennial,December 29  2576,TRUE
560,Aide tries to refocus US tax debate after Trumps corporate rate remark,Charlie Nash,December 29  2577,TRUE
561,Millions would lose mortgage gift writeoffs under US tax bill study,Ruth Padawer,December 29  2578,TRUE
562,Blackwater founder Prince details meeting with Russian in Seychelles, contributes to lung cancer,December 29  2579,TRUE
563,Congress averts government shutdown for now,Humberto Fontova,December 29  2580,TRUE
564,Civil rights pioneer to eschew museum opening after Trump says will attend,Andrew Higgins,December 29  2581,TRUE
565,Judge presiding over Michael Flynn criminal case is recused court,nan,December 29  2582,TRUE
566,House ethics panel probing Rep Farenthold over harassment allegations,Jerome Hudson,December 29  2583,TRUE
567,Factbox Trump on Twitter December 7  Pearl Harbor Remembrance Day,Alison Smale and Thomas Fuller,December 29  2584,TRUE
568,House Intelligence chairman cleared of disclosing classified information,Martin Walsh,December 29  2585,TRUE
569,Paul Manafort Special Counsel Mueller tussle over Ukrainian oped,Peter Van Buren,December 29  2586,TRUE
570,Congress passes bill to temporarily fund government avert shutdown,Jack Montgomery,December 29  2587,TRUE
571,Trump open to biofuel policy reform senators say after meeting,Ariel Noyola RodrÃ­guez,December 29  2588,TRUE
572,House approves stopgap government funding bill,nan,December 29  2589,TRUE
573,Manaforts work on draft oped does not violate gag order defense lawyer,Declan Walsh and Nour Youssef,December 29  2590,TRUE
574,Exclusive White House doesnt foresee shutdown Trump wants 20 percent corporate tax,noreplybloggercom Alexander Light,December 29  2591,TRUE
575,Libya says pushing to be removed from Trump travel ban list,Richard Fausset,December 29  2592,TRUE
576,Pelosi says Democrats will not back shortterm funding bill on Thursday,Alex Ansary,December 29  2593,TRUE
577,Pentagon wants 12 month procurement time for major weapons programs official,John Hayward,December 29  2594,TRUE
578,FBI Director Wray defends bureau in wake of Republican criticism,Gina Kolata,December 29  2595,TRUE
579,Presidents son had legitimate reasons to not answer House panel questions White House,Peter Baker and Maggie Haberman,December 29  2596,TRUE
580,Senate confirms top EPA enforcement official,Daniel Nussbaum,December 29  2597,TRUE
581,Funding bill clears hurdle in House,noreplybloggercom Alexander Light,December 29  2598,TRUE
582,Exclusive US regulators offer Congress olive branch on loans,Tom Ciccotta,December 29  2599,TRUE
583,White House says focused on getting lowest possible corporate tax rate,Natalie Thongrit,December 29  2600,TRUE
584,US lawmakers propose ban on arbitration of sexual misconduct claims,Pam Key,December 29  2601,TRUE
585,Ryan feels good about spending bill wants budget cap talks,Danny Hakim,December 29  2602,TRUE
586,Democratic Senator Franken to resign CNN citing sources,pcr3,December 29  2603,TRUE
587,US Interior Department wants more oil drilling expedite ANWR permits,Doc Chaos,December 29  2604,TRUE
588,Franken to make 1145 am announcement after harassment accusations,Adam Liptak Charlie Savage Matt Flegenheimer and Carl Hulse,December 29  2605,TRUE
589,Democratic Senator Franken faces pressure to resign announcement looms,The European Union Times,December 29  2606,TRUE
590,Trump administration sides against unions in high court fees case,nan,December 29  2607,TRUE
591,Trumps eldest son questioned in Congress about Russia,Enjoykin4,December 29  2608,TRUE
592,Democratic lawmakers question Kushner on New York property letter,Jess Bidgood,December 29  2609,TRUE
593,Good to go Top Trump aide gave inaugural day ok to nuclear plan  congressman,nan,December 29  2610,TRUE
594,Factbox Trump on Twitter December 6  America Californias wildfires,Lambert Strether,December 29  2611,TRUE
595,US appeals court hears arguments on Trump travel ban,Gary Younge,December 29  2612,TRUE
596,Trump warns of government shutdown threat ahead of meeting with lawmakers,Andy Newman,December 29  2613,TRUE
597,Trump would sign bill that funds government through December 22 statement,Mark Scott,December 29  2614,TRUE
598,Senate votes to pursue tax bill negotiations with House,Gina Kolata,December 29  2615,TRUE
599,Bill letting people bring concealed guns across state lines passes US House,John Otis,December 29  2616,TRUE
600,Senator Franken to resign on Thursday Minnesota Public Radio,nan,December 29  2617,TRUE
601,Factbox Corporate alternative minimum tax threat hits pharma tech,Dane Wigington,December 29  2618,TRUE
602,Trump hopes to avoid government shutdown in meeting with lawmakers White House,Damien Cave and Justin Gillis,December 29  2619,TRUE
603,Senate votes to begin tax bill negotiations with House,Geoffrey Grider,December 29  2620,TRUE
604,Alabama Democrat turns up attacks on Roy Moore in Senate races final stretch,Pam Key,December 29  2621,TRUE
605,Corporate AMT likely will not be in final US tax bill Hatch,Charlie Spiering,December 29  2622,TRUE
606,US attorney general calls for efficient review of immigration cases,Joel B Pollak,December 29  2623,TRUE
607,Utah Republicans defend Romney after Bannons Mormon jab,Eddy Lavine,December 29  2624,TRUE
608,Cuts to homeowner tax breaks could cost Republicans in 2018 races,Stacy Cowley,December 29  2625,TRUE
609,Justice Department seeks warrant to seize ancient ring trafficked by ISIS,Robert Spencer,December 29  2626,TRUE
610,No 2 Democrat in Senate calls on Franken to resign,Declan Walsh,December 29  2627,TRUE
611,Congress tax negotiators may have final bill before Dec 22,The New York Times,December 29  2628,TRUE
612,Senator Franken facing resignation calls to make announcement on Thursday office,Robin Pogrebin,December 29  2629,TRUE
613,Trump ally Bannon campaigns for Moore in Alabama,Glenn Thrush and Maggie Haberman,December 29  2630,TRUE
614,Youre wrong Tillerson says of reports he will be fired,Tom Winter noreplybloggercom,December 29  2631,TRUE
615,Senate to vote later on Wednesday to work with House on tax bill McConnell,nan,December 29  2632,TRUE
616,Trumps first year in office marked by controversy protests,Stephanie Saul,December 29  2633,TRUE
617,Democrats flex muscles as Congress confronts a government shutdown,Tom Ciccotta,December 29  2634,TRUE
618,Factbox Trump on Twitter December 5  Utah national monuments,Yves Smith,December 29  2635,TRUE
619,House tax positions begin to emerge ahead of talks with Senate,Rod Nordland,December 29  2636,TRUE
620,Republican Party backs Senate candidate Moore official,nan,December 29  2637,TRUE
621,Senate confirms Trumps pick for Homeland Security secretary,The Doc,December 29  2638,TRUE
622,House passes measure to limit aid to Palestinians over martyr payments,Manlio Dinucci,December 29  2639,TRUE
623,Trump lawyer denies Deutsche Bank got subpoena on Trump accounts,Jenna McLaughlin,December 29  2640,TRUE
624,Senate committee advances bill easing banking regulations,Arnold Monteverde noreplybloggercom,December 29  2641,TRUE
625,Trump lawyers say judge lacks jurisdiction for defamation lawsuit,Kevin Barrett,December 29  2642,TRUE
626,Muellers Russia probe cost his office 32 million in first four months,Andrew Bradford,December 29  2643,TRUE
627,Credit union sues to block Mulvaney from leading CFPB,Joel Wickwire,December 29  2644,TRUE
628,Senior lawmaker Conyers leaves US Congress after harassment accusations,Eric Schmitt,December 29  2645,TRUE
629,House Republican tax chief says lawmakers want AMT repeal,Ilana Mercer,December 29  2646,TRUE
630,White House says government shutdown always a possibility,Penny Starr,December 29  2647,TRUE
631,Exclusive Trump names career diplomat to head Cuban embassy  sources,Adam Goldman,December 29  2648,TRUE
632,Trump lawyer Deutsche Bank has not received subpoena for Trump records,Rachel Abrams and Sapna Maheshwari,December 29  2649,TRUE
633,Trump says tax conference will go well pretty quickly,Anon Ymous,December 29  2650,TRUE
634,Trump Obama dominate Twitter year but chicken nuggets prevail,Natalie Dailey,December 29  2651,TRUE
635,Former Trump aide nomination to be Singapore envoy stalled over Russia concerns,Amanda Hess,December 29  2652,TRUE
636,House Republicans mull length of spending bill as vote looms,Pam Key,December 29  2653,TRUE
637,Factbox What to watch in negotiations over details of US tax bill,Thomas Fuller Conor Dougherty and Julie Turkewitz,December 29  2654,TRUE
638,Tillerson seeks to reassure worried Europe over Trump,Michael S Schmidt,December 29  2655,TRUE
639,House tax panel chair to urge longerlasting individual tax rate cuts,Ian Hanchett,December 29  2656,TRUE
640,Republican Party backs embattled Senate candidate Moore official,nan,December 29  2657,TRUE
641,In Brussels Tillerson offers EU strong US support,Melena Ryzik,December 29  2658,TRUE
642,EU warns Trump against recognizing Jerusalem as Israeli capital,Breitbart Tech,December 29  2659,TRUE
643,Supreme Court lets Trumps latest travel ban go into full effect,Jason Horowitz,December 29  2660,TRUE
644,Congress moves closer to final tax bill with House vote,Andy Newman,December 29  2661,TRUE
645,Democrats to join Trump Republicans in talks to avert government shutdown,Pam Key,December 29  2662,TRUE
646,Manafort tried to pen positive oped on Ukraine work special counsel,noreplybloggercom Alexander Light,December 29  2663,TRUE
647,Trump son former partner due before House panel this week source,David,December 29  2664,TRUE
648,In slap at Romney Trump says he wants Hatch to run for reelection,Heather Callaghan,December 29  2665,TRUE
649,Trump lawyers account about tweets raises questions about what president knew,hqanon,December 29  2666,TRUE
650,Democrat cites drafting error in proposed capital rule amendment,Kaitlyn Stegall,December 29  2667,TRUE
651,House Senate Republicans face challenge over corporate AMT tax,Terresa MonroeHamilton,December 29  2668,TRUE
652,Trump to nominate former NASA chief Griffin for defense undersecretary,Enki Anunnaki,December 29  2669,TRUE
653,Trump criticizes treatment of Flynn as unfair,Ivan the Stakhanovets,December 29  2670,TRUE
654,Trump delays announcement on whether US embassy to be moved to Jerusalem,Brandon Darby,December 29  2671,TRUE
655,Mulvaney says no plans to fire US consumer bureaus English,nan,December 29  2672,TRUE
656,ExUS consumer bureau head Cordray set to run for Ohio governor,WATCH My Summer Vacation In Croatia,December 29  2673,TRUE
657,John Anderson liberal Republican who challenged Reagan dies at 95,LN Buzz Team,December 29  2674,TRUE
658,US defense chief urges Pakistan to redouble efforts against militants,Gillian,December 29  2675,TRUE
659,Trump backs Alabama Republican Senate candidate Moore,Press TV,December 29  2676,TRUE
660,Exclusive US document certifies Honduras as supporting rights amid vote crisis,Ben Hubbard and Michael R Gordon,December 29  2677,TRUE
661,Trump says encouraging Hatch to run for reelection possibly blocking a Romney bid,Thomas D Williams PhD,December 29  2678,TRUE
662,US appeals courts to consider legality of Trumps latest travel ban,Steve Watson,December 29  2679,TRUE
663,Top Democrats in Congress accept Trump offer to meet on yearend priorities,Activist Post,December 29  2680,TRUE
664,White House Trump spoke to Moore endorsed his Senate campaign,Daniel Greenfield,December 29  2681,TRUE
665,Massachusetts Senate president steps aside as husband faces probe,Editor,December 29  2682,TRUE
666,Trump tweets about Russia probe spark warnings from lawmakers,Eric Margolis,December 29  2683,TRUE
667,Flynn pleads guilty to lying on Russia cooperates with US probe,Yamiche Alcindor,December 29  2684,TRUE
668,Factbox  The four men charged in US probe of TrumpRussia ties,Chris Tomlinson,December 29  2685,TRUE
669,McConnell optimistic of tax bill deal between Senate and House,Consortiumnewscom,December 29  2686,TRUE
670,Factbox  Republicans cut side deals to push through US Senate tax bill,Heather Callaghan,December 29  2687,TRUE
671,US corporate alternative minimum tax should be removed House Republican,Pam Belluck,December 29  2688,TRUE
672,Factbox Trump on Twitter Dec 4  Roy Moore Stock Market,Pam Key,December 29  2689,TRUE
673,US embassy to Russia to resume some visa services after diplomatic row,admin,December 29  2690,TRUE
674,Kremlin says Putin not influenced by exTrump official Flynn,Eddy Lavine,December 29  2691,TRUE
675,Billy Bush It was Trumps voice on Access Hollywood tape,Jim Rutenberg,December 29  2692,TRUE
676,Embattled Alabama Republican Senate candidate ahead in CBS poll,wmwadmin,December 29  2693,TRUE
677,US allies fret as guillotine hangs over Tillerson,Pam Key,December 29  2694,TRUE
678,McConnell says US government shutdown over DACA ridiculous,Katherine Rodriguez,December 29  2695,TRUE
679,Trump says never asked Comey to stop investigating Flynn,nan,December 29  2696,TRUE
680,Trump lawyer Dowd says he drafted tweet on Flynn firing Axios,Brett Sokol,December 29  2697,TRUE
681,White House open to small changes on corporate tax rate budget chief Mulvaney,Bill Vlasic,December 29  2698,TRUE
682,Trump notes Flynn lied to FBI says his actions during transition were lawful,nan,December 29  2699,TRUE
683,Mueller removed FBI agent from Russia probe for antiTrump texts reports,Ildefonso Ortiz,December 29  2700,TRUE
684,Tillerson says no truth to reports that he is being replaced,Laert Kolaveri,December 29  2701,TRUE
685,ABC News suspends top journalist over inaccurate Flynn reporting,noreplybloggercom Alexander Light,December 29  2702,TRUE
686,US Senate tax bill accomplishes major Obamacare repeal goal,Peter Baker,December 29  2703,TRUE
687,Senate approves major tax cuts in victory for Trump,nan,December 29  2704,TRUE
688,US Representative Levin says he will not run for reelection,Jonas E Alexis,December 29  2705,TRUE
689,Trump says Flynns actions during presidential transition were lawful,Andrea Kannapell and Sandra Stevenson,December 29  2706,TRUE
690,How McConnell kept Republicans in line to win Senate tax bill,nan,December 29  2707,TRUE
691,Factbox Key Republicans in US Senate tax bill fight,Dave Itzkoff,December 29  2708,TRUE
692,Factbox Republican sidedeals build support for Senate tax bill,Robert D McFadden,December 29  2709,TRUE
693,Exclusive Mideast nuclear plan backers bragged of support of top Trump aide Flynn,David Rives,December 29  2710,TRUE
694,Factbox Trump on Twitter Dec 1  Kate Steinle Tax cuts Rex Tillerson,nan,December 29  2711,TRUE
695,Disputed CFPB acting director plans to seek preliminary injunction filing,Scott Osborn,December 29  2712,TRUE
696,Flynn Kushner targeted several states in failed UN lobbying diplomats,Rick Rojas,December 29  2713,TRUE
697,Representative Conyers future plans to be discussed in next day or so attorney,Joe Wolverton II JD,December 29  2714,TRUE
698,Senate intel panels top Democrat Lawmakers will want talk to Kushner again,Dr Susan Berry,December 29  2715,TRUE
699,ExUS NSA employee pleads guilty to taking classified documents,Nate Church,December 29  2716,TRUE
700,Kushner former Trump adviser McFarland spoke with Flynn about Russia contacts CNN,Pamela Geller,December 29  2717,TRUE
701,US states gird for fight as Trump targets consumer finance watchdog,Ben Hubbard,December 29  2718,TRUE
702,US tax debate employing more than half of Washingtons lobbyists report,Justin Sablich,December 29  2719,TRUE
703,Republican Senator Corker says cannot support Senate tax bill,The Common Constitutionalist,December 29  2720,TRUE
704,Lower taxes big gains The stocks poised to win from tax cuts,nan,December 29  2721,TRUE
705,Timeline US prosecutors lay out Flynns dealings with Russian ambassador,Breitbart Jerusalem,December 29  2722,TRUE
706,Republican Senator Collins to vote for Senate tax bill statement,nan,December 29  2723,TRUE
707,Trump says US Secretary of State Tillerson not leaving post,Kate Zernike,December 29  2724,TRUE
708,House intel panel advances NSA spying bill despite privacy objections,Charlie Spiering,December 29  2725,TRUE
709,Massachusetts senators husband subject of sex abuse probe,nan,December 29  2726,TRUE
710,Kushner told Flynn to contact Russians last year NBC News,James Glanz and Irit Pazner Garshowitz,December 29  2727,TRUE
711,House ethics panel launches wideranging probe into sexual harassment claims,Kaitlyn Stegall,December 29  2728,TRUE
712,Republican Senator Daines says he will support tax bill statement,Tim Pierce,December 29  2729,TRUE
713,Senate Republicans have 50 votes to pass tax bill Cornyn,TFPP Writer,December 29  2730,TRUE
714,Republicans have the votes to pass tax bill in Senate McConnell,Anonymous Coward UID 72418440,December 29  2731,TRUE
715,US consumer financial watchdog official defies Trump from within agency,Cathy Horyn,December 29  2732,TRUE
716,US remains committed to Libyan political agreement State Department,Breitbart London,December 29  2733,TRUE
717,Former Trump adviser Flynn pleads guilty to lying to FBI,Mujib Mashal,December 29  2734,TRUE
718,Factbox Five facts about exTrump security aide Michael Flynn,Amy Chozick and Alan Rappeport,December 29  2735,TRUE
719,White House says Flynns Russia plea implicates Flynn alone,BareNakedIslam,December 29  2736,TRUE
720,Flynn says cooperating with Russia probe in best interest of US,Mike Rivero,December 29  2737,TRUE
721,Flynn prepared to testify Trump directed him to contact Russians ABC,TFPP Writer,December 29  2738,TRUE
722,How parents of adopted children foiled a US Republican tax proposal,J D Heyes,December 29  2739,TRUE
723,White House staff exits likely as Trumps first year draws to a close sources,nan,December 29  2740,TRUE
724,Tillerson dismisses talk of his departure as laughable,Bruce A Dixon,December 29  2741,TRUE
725,Trump plans to meet oil industry reps on US biofuel policy sources,UnReal Mama,December 29  2742,TRUE
726,Senate tax bill stalls on deficitfocused trigger,AWR Hawkins,December 29  2743,TRUE
727,Trump weighs recognizing Jerusalem as Israels capital officials,A O Scott,December 29  2744,TRUE
728,US attorney general Sessions evasive on Russia probe congressmen,Chris Tomlinson,December 29  2745,TRUE
729,Conyers defiant as Democratic leaders call on him to resign,Mark Scott and Melissa Eddy,December 29  2746,TRUE
730,Trump urged Senate Republicans to drop panels Russia probe NYT,Ariana,December 29  2747,TRUE
731,Trump taps Fifth Third lawyer McWilliams to lead FDIC,Breitbart News,December 29  2748,TRUE
732,Trump considers plan to replace Tillerson with CIA chief US officials,Alex Hawgood,December 29  2749,TRUE
733,Senate Ethics Committee opens probe of Senator Franken,Daniel Nussbaum,December 29  2750,TRUE
734,Pompeo might bring assets to hellish secretary of state role,Rachel L Swarns,December 29  2751,TRUE
735,Republican tax bill stumbles on deficit trigger new options weighed,Elaine Glusac,December 29  2752,TRUE
736,US military to indefinitely delay ban on cluster bombs,Thomas Kaplan,December 29  2753,TRUE
737,Factbox Republicans to watch in US Senate tax bill fight,Jonah Engel Bromwich,December 29  2754,TRUE
738,Economic growth to partially offset deficit impact of US tax plan JCT,Amy Moreno,December 29  2755,TRUE
739,US Senate panel to vote Tuesday on Powell nomination to lead Fed,nan,December 29  2756,TRUE
740,Mattis on Tillerson departure Theres nothing to it,Sayer Ji,December 29  2757,TRUE
741,ExTwitter worker claims responsibility for Trumps account shutdown,Dennis Overbye,December 29  2758,TRUE
742,Trump to give State of the Union address on Jan 30 White House,IWB,December 29  2759,TRUE
743,White House says Tillerson to remain as secretary of state,Jerome Hudson,December 29  2760,TRUE
744,ExTrump campaign aide Manafort in 1165 million bail deal lawyer,Ben Kew,December 29  2761,TRUE
745,Trumps call for military buildup hits bump in Congress,Jim,December 29  2762,TRUE
746,Sexual misconduct allegations may roil 2018 US congressional elections,nan,December 29  2763,TRUE
747,US Treasury would run out of cash by early April if debt ceiling not lifted CBO,Breitbart News,December 29  2764,TRUE
748,Factbox Five facts about Mike Pompeo expected to replace Tillerson,Ricardo Sanchez,December 29  2765,TRUE
749,Texas congressman will not seek reelection in wake of nude photo,nan,December 29  2766,TRUE
750,Congressman Conyers has not thought about resigning lawyer,nan,December 29  2767,TRUE
751,Factbox Trump turnover  Tillerson would be latest to leave administration,Choe SangHun,December 29  2768,TRUE
752,Tillerson unaware of plan to oust him Senator Corker says,AmbrociousXP,December 29  2769,TRUE
753,Factbox Five facts about Tom Cotton Trumps likely pick for CIA,Cassandra Fairbanks,December 29  2770,TRUE
754,White House says Tillerson still in charge at State Department,Ginia Bellafante,December 29  2771,TRUE
755,Senate tax bill stalls on deficitfocused trigger,Neil Munro,December 29  2772,TRUE
756,US House Democratic leader Pelosi says Conyers should resign,Ian Hanchett,December 29  2773,TRUE
757,Trump angers UK with truculent tweet to May after sharing farright videos,Eric Margolis,December 29  2774,TRUE
758,UN rights boss condemns spreading hatred through tweets,Adam Glanzman,December 29  2775,TRUE
759,Arctic drilling hits speed bumps in US tax bill,Adam Goldman,December 29  2776,TRUE
760,Senator Collins says not committed to tax bill concerned about SALT,Hrafnkell Haraldsson,December 29  2777,TRUE
761,UK PM May says Donald Trump was wrong to retweet farright videos,Heather Callaghan,December 29  2778,TRUE
762,Britains US ambassador discussed Trump retweets with senior White House staff source,Katherine Rodriguez,December 29  2779,TRUE
763,Factbox Trump on Twitter Nov 30  NYTimes,Juliet Macur,December 29  2780,TRUE
764,Trump criticized in Britain and US for sharing antiMuslim videos,Tyler Durden,December 29  2781,TRUE
765,UK PM May is focused on tackling extremism spokesman says in response to Trump,Arnaldo Rodgers,December 29  2782,TRUE
766,British minister hopes condemnation of Trump tweet has impact,Alissa J Rubin,December 29  2783,TRUE
767,US intel committee subpoenas comedian in Russia election meddling probe,David Tanis,December 29  2784,TRUE
768,Kushner met with special counsel Mueller in Russia probe CNN,The Saker,December 29  2785,TRUE
769,Factbox Trump on Twitter November 29  Matt Lauer North Korea Tax Cuts,Pam Key,December 29  2786,TRUE
770,Trump nominates Marvin Goodfriend for Fed governor post,Sabrina Tavernise,December 29  2787,TRUE
771,Trump fires back at Britains May Dont focus on me,Alexandra Stevenson,December 29  2788,TRUE
772,Senate takes step toward passage of tax bill vote likely this week,Breitbart Jerusalem,December 29  2789,TRUE
773,Republicans in House seek protection for municipal bonds in tax bill,Ariana,December 29  2790,TRUE
774,Tax trigger idea for Senate tax bill swiftly draws critics,Joe Wolverton II JD,December 29  2791,TRUE
775,Congressman Conyers faces mounting pressure to resign,geneww1938,December 29  2792,TRUE
776,Factbox Republicans to watch in Senate tax bill fight,stevew,December 29  2793,TRUE
777,House bill aims to identify lawmakers in sex harassment cases,# 1 NWO Hatr,December 29  2794,TRUE
778,Democratic Representative Gutierrez hints at 2020 US presidential run,nan,December 29  2795,TRUE
779,Senate Democrat presses Trump campaign advisers for Russia contacts,Emily Brennan,December 29  2796,TRUE
780,Exconvict coal magnate says to run for Senate,Thomas Moloian,December 29  2797,TRUE
781,Congressman Conyers not planning to resign lawyer tells Detroit News,Roosh Valizadeh,December 29  2798,TRUE
782,Nearly half of Americans oppose Republican tax bill ReutersIpsos poll,Tim Arango Anne Barnard and Ceylan Yeginsu,December 29  2799,TRUE
783,US lawmaker says House intel panel near consensus on NSA spy program,Michael Patrick Leahy,December 29  2800,TRUE
784,US arms sales jump 25 percent in FY 2017,Comrade Otis,December 29  2801,TRUE
785,Black caucus members urge US Representative Conyers to resign sources,Jafe Arnoldski noreplybloggercom,December 29  2802,TRUE
786,Trump to host Libyan Prime Minister Sarraj at White House on Friday,Dr Susan Berry,December 29  2803,TRUE
787,Trumps son Donald Trump Jr to meet with House panel Dec 6 CNN,Ron Paul,December 29  2804,TRUE
788,White House does not expect US government shutdown,RT en espaÃ±ol,December 29  2805,TRUE
789,Conyers should resign if accusations are founded No 2 House Democrat,David Streitfeld,December 29  2806,TRUE
790,Senate to vote Wednesday on opening debate on tax bill,Nan,December 29  2807,TRUE
791,Senate to vote on motion to proceed on tax bill lawmaker,Common Dreams,December 29  2808,TRUE
792,Trump was wrong to retweet UK farright group British PM Mays spokesman,Daniel Victor,December 29  2809,TRUE
793,US House Speaker Ryan says up to Conyers whether to resign,Truth Broadcast Network,December 29  2810,TRUE
794,No 2 Republican in US House sees conference on tax bill soon,Nan,December 29  2811,TRUE
795,Factbox Who are Britain First whose leaders posts Trump retweeted?,Pam Key,December 29  2812,TRUE
796,Trump calls for boycott of television network CNN tweet,Trevor Loudon,December 29  2813,TRUE
797,US court backs Trump in battle over interim consumer watchdog head,Nan,December 29  2814,TRUE
798,Democrats skip Trump meeting raising risk of government shutdown,cognitive dissident,December 29  2815,TRUE
799,Senate Republicans shove tax bill ahead as Democrats fume,Dr Eowyn,December 29  2816,TRUE
800,Congress government funding fight seen spilling into 2018,Doug Diamond,December 29  2817,FALSE
801,Factbox Republican senators to watch in tax bill fight,Shaun Bradley,December 29  2818,FALSE
802,Trump to visit Utah next week expected to announce monument decision,Steve Watson,December 29  2819,FALSE
803,Watchdog to depart DHS after tensions over US travel ban report,Usa News Flash,December 29  2820,FALSE
804,Republican Senator Collins says talks on tax bill productive,Melissa Eddy,December 29  2821,FALSE
805,Factbox Trump on Twitter Nov 28  NFL First Lady,Ken Belson and Ben Shpigel,December 29  2822,FALSE
806,Consumer agency official English says will be in office Tuesday,Tom Ciccotta,December 29  2823,FALSE
807,US Sen Warren predicts appeal in legal battle over consumer agency,Jason Easley,December 29  2824,FALSE
808,Top two Republicans in Congress challenge Democrats to attend Trump meeting,Bryant Rousseau,December 29  2825,FALSE
809,Factbox From taxes to budget US Congresss calendar tightens,REALdeal,December 29  2826,FALSE
810,Senate panel votes to advance tax bill,REALdeal,December 29  2827,FALSE
811,Tillerson offended by claims of State Departments hollowing out,Dale Johnson,December 29  2828,FALSE
812,Trump to make remarks at White House at 3 pm EST,Andrew Anglin,December 29  2829,FALSE
813,US budget chief Mulvaney says CFPB staff should disregard deputy director memo,James Fulford,December 29  2830,FALSE
814,Russian envoy to US to inspect San Francisco consulate RIA,Holland Cotter,December 29  2831,FALSE
815,White House to Democratic leaders stop the political grandstanding,Sam J,December 29  2832,FALSE
816,Top Democrats in Congress say wont meet with Trump as planned,Maggie Haberman and Thomas Kaplan,December 29  2833,FALSE
817,US Senate liberals propose new steps for Puerto Rico recovery,Matthew Goldstein Rachel Abrams and Ben Protess,December 29  2834,FALSE
818,Trump I dont see a deal with Democrats on keeping government open,unreal Mama,December 29  2835,FALSE
819,Trumps SEC pick Clayton points to capital formation not enforcement,Pam Key,December 29  2836,FALSE
820,Trump to choose businessman Hagerty as next US envoy to Japan source,UnReal Mama,December 29  2837,FALSE
821,Trump Organization says it has no plans to build Buenos Aires tower,James Poniewozik,December 29  2838,FALSE
822,Republicans make repealing Obamacare first order of business,Mark Mazzetti,December 29  2839,FALSE
823,Trump fills top jobs for his administration,Nan,December 29  2840,FALSE
824,Civil rights activists arrested protesting Trumps Attorney General pick,Barbara Crossette,December 29  2841,FALSE
825,Pence Obamacare replacement to come together in weeks months ahead,Ian Hanchett,December 29  2842,FALSE
826,Trump voices new doubts about Russian efforts to sway US vote,Kevin Gosztola,December 29  2843,FALSE
827,ExSenator Coats is top candidate for director of national intelligence NBC News,Andrew Napolitano,December 29  2844,FALSE
828,Exxon Mobil Tillerson agree to cut all ties,Dan Bilefsky,December 29  2845,FALSE
829,Trump names additional senior White House aides statement,Robin Pogrebin,December 29  2846,FALSE
830,Obama to deliver farewell address in Chicago on January 10,Ian Hanchett,December 29  2847,FALSE
831,Exclusive Trump team seeks agency records on border barriers surveillance,Doctor Who?,December 29  2848,FALSE
832,Oil business seen in strong position as Trump tackles tax reform,Michael D Shear,December 29  2849,FALSE
833,Schumer on Republican Obamacare repeal its their responsibility,Sabrina Tavernise,December 29  2850,FALSE
834,Trump to meet with CIA FBI and DNI chiefs on Friday spokesman,Rakiha geevinda,December 29  2851,FALSE
835,Trump spoke with UN secretary general met with union reps,Neil W McCabe,December 29  2852,FALSE
836,Factbox Contenders for senior jobs in Trumps administration,Nick CummingBruce and Eric Schmitt,December 29  2853,FALSE
837,California lawmakers hire Holder for fights with Trump,Marietta Peverelli,December 29  2854,FALSE
838,Trump warns Republicans to be careful over Obamacare tweet,Nan,December 29  2855,FALSE
839,Rough start for US Republicans on first day of Trumpera Congress,Jeremy Egner,December 29  2856,FALSE
840,Trump says he will get intelligence briefing on Russia hacking on Friday,Nan,December 29  2857,FALSE
841,Fired from Apprentice Omarosa may get Trump White House job,Erica L Green,December 29  2858,FALSE
842,Trump says he will hold a news conference January 11 in New York,Nan,December 29  2859,FALSE
843,US House Republicans end plan to weaken ethics watchdog,Iron Sheik,December 29  2860,FALSE
844,Trump recognizes urgency of North Korea nuclear threat South Korea,Eric Schmitt,December 29  2861,FALSE
845,China says its hard work on denuclearization of Korean peninsula is obvious,Activist Post,December 29  2862,FALSE
846,Ryan wins reelection as speaker of US House of Representatives,Yamiche Alcindor,December 29  2863,FALSE
847,Congress remains overwhelmingly Christian as US shifts survey,AO Scott,December 29  2864,FALSE
848,White House says expects Guantanamo transfers announced before Jan 20,Mujib Mashal,December 29  2865,FALSE
849,Trump assails GM over car production in Mexico threatens tax,Gilad Atzmon,December 29  2866,FALSE
850,US Republican senator introduces Obamacare repeal resolution,Joe Wolverton II JD,December 29  2867,FALSE
851,Trump criticizes Congresss move weakening ethics watchdog Twitter,Anonymous,December 29  2868,FALSE
852,Pelosi says Republicans showed true colors in ethics toandfro,Warner Todd Huston,December 29  2869,FALSE
853,Trump names China critic Lighthizer as US trade representative,Bill Quigley,December 29  2870,FALSE
854,House speaker House ethics watchdog will remain independent,The Daily Sheeple,December 29  2871,FALSE
855,No proof Russian hacking influenced US election Trump spokesman,Rowan Wolf,December 29  2872,FALSE
856,US House Republicans weaken ethics body as they return to Congress,Nan,December 29  2873,FALSE
857,New Congress prepares to undo Obamacare weigh Trump personnel picks,Jacob Hornberger,December 29  2874,FALSE
858,Trump says China wont help with North Korea,Charlie Spiering,December 29  2875,FALSE
859,Sterling quarterback crop lead way into the playoffs,Nan,December 29  2876,FALSE
860,Trump leaning toward Georgia exgovernor for agriculture head official,Christina Sarich,December 29  2877,FALSE
